hull_type,make,variant,n,predicted_median_usd,prediction_low_95_usd,prediction_high_95_usd,within_variant_sigma_log
monohull,Hylas,46,3,330728.6210988606,231775.56345395668,471928.1842483055,0.15709022971197184
monohull,Hylas,49,1,284804.3538266461,162799.73401194153,498241.1086289838,0.20177134958507498
monohull,Island Packet,370,1,187780.22874459688,107338.84816567629,328505.61478866945,0.20177134958507498
monohull,Island Packet,420,2,261293.97746098152,208520.68815508825,327423.3519054973,0.09398369868912226
monohull,Island Packet,440,5,303212.7416295796,244645.47492493794,375800.8061041579,0.09996148836971294
monohull,Island Packet,445,2,251293.2575298287,251283.5577442569,251302.95768982152,1.6080071611135338e-05
monohull,Island Packet,465,3,312919.89737597655,305061.07522150944,320981.1743523533,0.011238551144528682
monohull,Island Packet,485,3,446621.3199814885,285749.16976381163,698061.8828285005,0.19732860698008858
monohull,Island Packet,SP Cruiser,3,253690.11256571324,244052.6271568586,263708.17623790365,0.017112664542608017
monohull,J Boats,J 122,10,209924.88542601131,174792.60807170992,252118.5421241874,0.08909504874032921
monohull,J boats,J 122,1,132884.85962566137,75959.58246635426,232470.81335068398,0.20177134958507498
monohull,Jeanneau,39i,1,95376.1903061702,54518.894126063424,166852.57144586954,0.20177134958507498
monohull,Jeanneau,409,1,180718.9139043281,103302.46261775712,316152.44220853643,0.20177134958507498
monohull,Jeanneau,42 DS,1,150730.97430535106,86160.77034836431,263691.080327855,0.20177134958507498
monohull,Jeanneau,45 Sun Odyssey Performance,1,145642.9607385133,83252.36236863756,254790.0312877003,0.20177134958507498
monohull,Jeanneau,469,1,303491.52619306924,173481.68690280482,530932.7348344412,0.20177134958507498
monohull,Jeanneau,49i,1,229420.3602605893,131141.16103042994,401351.50008230814,0.20177134958507498
monohull,Jeanneau,509,1,256210.61547501376,146454.99441963102,448218.7838128542,0.20177134958507498
monohull,Jeanneau,51,4,388467.9885201491,316975.08002555027,476085.93739522534,0.0928139839835851
monohull,Jeanneau,53,43,240276.85914413768,157848.76379441938,365748.6295892859,0.21191455708851065
monohull,Jeanneau,SUN ODYSSEY 40.3,1,100652.35374480099,57534.85224914553,176082.77276003626,0.20177134958507498
monohull,Jeanneau,Sun Odyessy 41DS,1,205243.54458346977,117321.22074999961,359056.20759735303,0.20177134958507498
monohull,Jeanneau,Sun Odyssey  42 DS,1,116155.81639871858,66396.93445543839,203204.76832116328,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 389,12,169105.5679354694,130859.22446436677,218530.20468239585,0.1256847803719973
monohull,Jeanneau,Sun Odyssey 39 DS,8,109594.12248802399,90169.48851514634,133203.2806407953,0.09384444182241823
monohull,Jeanneau,Sun Odyssey 39i,21,99366.61862434466,75956.69018331046,129991.51059646167,0.1339164091372681
monohull,Jeanneau,Sun Odyssey 39i Performance,1,99196.05836342767,56702.40535167042,173535.10726420482,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 40,1,97960.33396499882,55996.04113822608,171373.3120319317,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 40.3,12,112239.16136841766,87499.06803399746,143974.44027393448,0.12205874162382897
monohull,Jeanneau,Sun Odyssey 40.9,1,135536.32618552356,77475.21256430515,237109.3296532912,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 409,26,136383.1109280635,89549.56361957836,207710.14614246378,0.2106183021560476
monohull,Jeanneau,Sun Odyssey 410,1,230394.92284022862,131698.24004488857,403056.4148196838,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 419,14,209019.75096353455,164779.4455318757,265137.7794835858,0.11722284811196258
monohull,Jeanneau,Sun Odyssey 41DS,2,186755.84923340424,169906.30001364028,205276.3624426521,0.03938972633345461
monohull,Jeanneau,Sun Odyssey 42,2,135514.56004470447,129941.26967200395,141326.8935301654,0.017494902328793138
monohull,Jeanneau,Sun Odyssey 42 DS,13,148096.40148864035,111317.27880165745,197027.31121341418,0.14035427645944204
monohull,Jeanneau,Sun Odyssey 42i,23,124932.46680770768,77626.0953448429,201067.9681017333,0.23767869582775525
monohull,Jeanneau,Sun Odyssey 42i Performance,2,128372.44801658277,122214.59172710952,134840.57162803403,0.02047795951217868
monohull,Jeanneau,Sun Odyssey 43 DS,3,149083.5954555078,117807.16749224436,188663.54999499256,0.10403708013657174
monohull,Jeanneau,Sun Odyssey 439,27,166080.22468197023,112994.24323083482,244106.6043874944,0.19295620359738688
monohull,Jeanneau,Sun Odyssey 44 DS,8,244400.69136808327,181618.1334482098,328886.20099286607,0.14281764736533967
monohull,Jeanneau,Sun Odyssey 440,8,264017.73310160113,185539.91205069207,375689.32000497996,0.16967977408447726
monohull,Jeanneau,Sun Odyssey 449,9,220608.52203949887,148802.05569768534,327066.18042514793,0.19059473386745157
monohull,Jeanneau,Sun Odyssey 44i,15,142906.51983089262,98509.60255722549,207312.51451668123,0.18378722665005667
monohull,Jeanneau,Sun Odyssey 45,27,129224.09430088001,92266.66326986816,180984.8319651561,0.16877297158969995
monohull,Jeanneau,Sun Odyssey 45 DS,18,182506.6798786431,146260.1433448469,227735.91929136487,0.10994636331280319
monohull,Jeanneau,Sun Odyssey 45 Performance,1,139286.4069205554,79618.83199281324,243669.7784588166,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 469,25,197971.26723107853,94223.93257673243,415951.887989414,0.3714438071269489
monohull,Jeanneau,Sun Odyssey 479,8,238361.48401714014,173314.83325030984,327820.74100256956,0.15329236870679425
monohull,Jeanneau,Sun Odyssey 48 DS,1,170143.1629484085,97257.15671050183,297651.0611374146,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 49,14,170152.04651111137,119583.65052805816,242104.32449648628,0.17383554758012762
monohull,Jeanneau,Sun Odyssey 49 DS,16,201299.69301950143,130965.02692721612,309407.5369622563,0.21277031181951825
monohull,Jeanneau,Sun Odyssey 49 Owners Version,2,280547.1166356135,163514.0168647167,481345.1847230595,0.2248877232204043
monohull,Jeanneau,Sun Odyssey 49 Owners version,1,185280.6500025195,105910.0401124125,324132.8133661318,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 490,4,340929.27111181157,247184.68964310578,470226.40467195684,0.14673135161587797
monohull,Jeanneau,Sun Odyssey 49DS,1,183918.59489732116,105131.46279834915,321750.01325612766,0.20177134958507498
monohull,Jeanneau,Sun Odyssey 49i,18,144937.7473282755,101331.50406074907,207309.17591039793,0.1777352321414396
monohull,Jeanneau,Sun Odyssey 49i Performance,2,173853.91042860824,109864.20806114093,275114.0039574837,0.19119776306717817
monohull,Jeanneau,Sun Odyssey 50 DS,28,212780.35210488216,141134.24319447952,320797.2581075815,0.20582060222450396
monohull,Jeanneau,Sun Odyssey 509,23,248758.3651262289,166997.49210783467,370548.8234536852,0.19903710622496645
monohull,Jeanneau,Sun Odyssey 519,13,348234.059199128,232368.53228622113,521873.4171670482,0.19889507715128354
monohull,Jeanneau,Sun Odyssey 53,4,400086.17820750247,336597.0689254922,475550.6353744205,0.07885260787761447
monohull,Jeanneau,Sun Odyssey 54 DS,42,287357.65871845355,189412.14363198925,435951.05593961227,0.21016698652976623
monohull,Malo,40,2,229658.3601801005,197013.03806060003,267713.05554097064,0.06387123842738696
monohull,Malo,40 Classic MK Il,1,211598.8847970052,120954.05740582099,370174.3373280299,0.20177134958507498
monohull,Malo,40 classic,1,218070.5202697519,124653.37070433433,381495.9157704249,0.20177134958507498
monohull,Malo,43 Classic,1,239443.7062814004,136870.701482227,418886.49547995784,0.20177134958507498
monohull,Malo,46,1,270535.8081273144,154643.5544684141,473279.4957454758,0.20177134958507498
monohull,Maxi,1200,1,270629.0851989984,154696.87346531686,473442.67608658044,0.20177134958507498
monohull,Maxi,1300,4,233139.86191511515,193727.6861259866,280570.0945524683,0.0845074186221583
monohull,Moody,45 Classic,2,341822.71045992034,141749.36650934338,824291.2703138244,0.3666868393043332
monohull,Moody,45 DS,3,304685.4688327115,258647.5491274827,358917.8990134308,0.07238102202760113
monohull,Moody,45 DS e,1,275949.56988159544,157738.16647753192,482750.4136653192,0.20177134958507498
monohull,Moody,49,1,277558.908567883,158658.09591871675,485565.8154681424,0.20177134958507498
monohull,Moody,54,1,831468.1572147682,475283.4463912574,1454583.158137189,0.20177134958507498
monohull,Morris,M42,2,319934.3763181918,272839.3333837804,375158.53700658295,0.06633318253604159
monohull,Morris,M42X,1,415672.2654043155,237606.38956086227,727183.4421022489,0.20177134958507498
monohull,Morris,Ocean Series 48,1,349846.2482215916,199978.95183237936,612026.3971445942,0.20177134958507498
monohull,Najad,380,1,144157.43794754235,82403.20851270335,252191.23491284746,0.20177134958507498
monohull,Najad,440 CC,1,221305.52333630685,126502.56167240333,387155.279795736,0.20177134958507498
monohull,Najad,505,1,548727.1016432588,313663.13398088317,959951.6151495271,0.20177134958507498
monohull,Nauticat,385,1,175536.69212298808,100340.20338169724,307086.5838717369,0.20177134958507498
monohull,Nauticat,42,1,310571.14798865834,177528.53706412148,543317.9338832425,0.20177134958507498
monohull,Nauticat,44,1,229078.83808283295,130945.94027993623,400754.0359418186,0.20177134958507498
monohull,Nauticat,441,2,323433.52712362946,248888.99384867883,420304.83088067995,0.1091383582528529
monohull,Nauticat,441 Ketch,1,290025.8096127921,165784.42017182056,507375.60353607393,0.20177134958507498
monohull,Nautor,Swan 46,1,297173.0260226694,169869.90873553138,519879.05364075897,0.20177134958507498
monohull,Nautor,Swan 50,1,675772.0892321044,386284.5314739976,1182206.066710863,0.20177134958507498
monohull,Nautor,Swan 54,1,804454.7532361674,459842.05680790095,1407325.494533026,0.20177134958507498
monohull,Nautor,Swan ClubSwan 50,1,626394.7818230516,358059.49767654174,1095824.647136164,0.20177134958507498
monohull,Nordship,380DS,1,169057.23331121693,96636.41810972159,295751.3191599561,0.20177134958507498
monohull,Nordship,DSC 38,1,139589.59731745705,79792.1415483287,244200.18439344602,0.20177134958507498
monohull,Oyster,46,1,353229.3078637749,201912.77483225247,617944.7736161328,0.20177134958507498
monohull,Oyster,475,2,681188.0911390143,614184.361845419,755501.5144237754,0.04313406458359559
monohull,Oyster,53,1,447649.1514308897,255885.00247429096,783124.2973957763,0.20177134958507498
monohull,Oyster,54,4,584103.1393748944,360061.85717098246,947549.6241347025,0.2207782783543726
monohull,Oyster,545,1,745097.3167327325,425912.1861982972,1303484.683915197,0.20177134958507498
monohull,Passport,470,1,343375.4969599747,196280.1439662262,600706.3655547233,0.20177134958507498
monohull,Passport,470 Center Cockpit,2,389861.7814715046,346116.9542623342,439135.4043203991,0.04957947776028693
monohull,Passport,545 Aft Cockpit,1,792177.8041493883,452824.3128059173,1385848.011336608,0.20177134958507498
monohull,Passport,Vista 515 Center Cockpit,1,440892.99855133035,252023.05346628616,771304.9798342637,0.20177134958507498
monohull,Passport,Vista 545 Center Cockpit,2,753471.6615314721,704500.6709857084,805846.7054923702,0.02799505350345477
monohull,Poncin,HARMONY 47,2,138223.85198584403,61859.67075110795,308857.6616367186,0.3349327471236405
monohull,Poncin,harmony 52,3,157323.7441423446,119610.58502019203,206927.84394280502,0.12109527428982324
monohull,RM Yachts,1260,1,247031.6593682105,141208.12374291228,432160.977093038,0.20177134958507498
monohull,RM Yachts,RM 12.70,1,332256.1036073428,189924.08144168885,581253.9281293136,0.20177134958507498
monohull,RM Yachts,RM 1200,1,152613.83785234767,87237.05194488235,266984.99072089524,0.20177134958507498
monohull,RM Yachts,RM 1270,1,368391.24191439286,210579.63261508555,644469.2937958263,0.20177134958507498
monohull,RM Yachts,rm 12.60,2,220707.70368036162,182760.804706714,266533.57399048924,0.0785923776909323
monohull,Rustler,42,2,258060.89116662784,250586.23171375148,265758.50993197074,0.012244311734935565
monohull,Rustler,44,1,277138.1594393407,158417.58749497915,484829.75048373133,0.20177134958507498
monohull,Sabre,386,1,173369.50144365075,99101.39484029402,303295.267228661,0.20177134958507498
monohull,Sabre,426,4,254876.99725089525,238071.11371019116,272869.2394269755,0.031127726832784475
monohull,Sabre,456 MK II,1,365099.150075208,208697.80858900902,638710.057795304,0.20177134958507498
monohull,Salona,38,2,164257.55997218247,159288.11853811564,169382.037126385,0.012797773594481754
monohull,Salona,40,1,107565.46508800388,61486.52178209587,188176.6758673235,0.20177134958507498
monohull,Salona,42,1,181698.79680238635,103862.58283018839,317866.6643926267,0.20177134958507498
monohull,Salona,44,2,238309.05231341626,146612.25287919326,387356.4678206933,0.20236493008091117
monohull,Salona,45,5,127957.9980025862,85747.0513265674,190948.248359846,0.18644008750377467
monohull,Salona,S380,1,206171.20511666185,117851.48963819565,360679.0711746785,0.20177134958507498
monohull,Salona,S41,1,240241.57443061197,137326.77850746558,420282.29826829897,0.20177134958507498
monohull,ShearWater,39,2,165965.45901952434,96311.86855163804,285993.13876662345,0.22669783107713926
monohull,Sly,42,2,172940.76641141466,171721.17093794048,174169.0236772048,0.0029481704330027725
monohull,Sly,47,1,267243.882149665,152761.82525203237,467520.5499056699,0.20177134958507498
monohull,Sly,48C,1,282317.47813096293,161378.18726822705,493890.5301108132,0.20177134958507498
monohull,Sly,53,4,343318.5676724732,266764.60099856195,441841.3780069491,0.11513110589702907
monohull,Solaris,42,1,243809.42378953935,139366.23092040725,426523.94870702503,0.20177134958507498
monohull,Solaris,44,2,326686.0983627668,285663.7074933543,373599.4600083043,0.05589856191591913
monohull,Solaris,48,2,321583.36497364286,251307.7892043625,411510.7651664304,0.10271958999304776
monohull,Solaris,48 ONE,1,318679.69439467706,182163.54063898546,557503.1494405981,0.20177134958507498
monohull,Solaris,50,1,607206.8262340889,347091.287309865,1062256.9430736494,0.20177134958507498
monohull,Solaris,One 44,1,270663.35798200173,154716.46445780635,473502.63341928954,0.20177134958507498
monohull,Southerly,135,1,297619.8823738533,170125.34055789237,520660.79100123234,0.20177134958507498
monohull,Southerly,38,2,232499.63292180127,203852.27535774704,265172.8032660296,0.05477736218408058
monohull,Southerly,42 RST,1,236562.45244880996,135223.72048890934,413845.9857949648,0.20177134958507498
monohull,Southerly,420,2,332951.8292484874,319947.033635013,346485.22707160504,0.01659752604298692
monohull,Southerly,48,1,696697.5194865611,398245.9163114799,1218813.3356252455,0.20177134958507498
monohull,Southerly,535,1,775709.2690834221,443410.57635040814,1357037.7032829726,0.20177134958507498
monohull,Sunbeam,39,1,138633.90325046732,79245.84814441037,242528.27852175088,0.20177134958507498
monohull,Sunbeam,42.1,1,256443.25636655372,146587.97649927318,448625.76935979514,0.20177134958507498
monohull,Sunbeam,53,1,324207.7874869468,185323.5066750474,567174.0803582243,0.20177134958507498
monohull,Sweden Yachts,42,1,168299.4428862664,96203.25029482985,294425.6289576722,0.20177134958507498
monohull,Sweden Yachts,45,1,234113.96110951176,133824.11499337357,409562.55745909415,0.20177134958507498
monohull,Sweden Yachts,54,1,411920.14808919263,235461.60598337735,720619.4304722487,0.20177134958507498
monohull,Tartan,4000,1,270565.5625064206,154660.56265294185,473331.54851304507,0.20177134958507498
monohull,Tartan,4300,6,330382.0642181795,235488.56511433184,463514.2615271822,0.1599341934549539
monohull,Tartan,4400,3,298836.1753097271,241561.24238240777,369691.1755917084,0.09401345643991345
monohull,Tayana,48,1,292976.6479375078,167471.17702058828,512537.8453997855,0.20177134958507498
monohull,Tayana,52 DS,1,366661.09778233484,209590.64842043797,641442.5530916824,0.20177134958507498
monohull,Tayana,Pilothouse,1,256620.78981169523,146689.45808569883,448936.3490940497,0.20177134958507498
monohull,Tofinou,12,3,196410.85980041078,172606.86628384373,223497.6318039296,0.05708350305447895
monohull,Tofinou,16,2,421091.1794095578,392543.23428953654,451715.2911766766,0.029245035498072447
monohull,Triplast,Y 40,3,156913.79591228158,108856.29833220312,226187.54931810143,0.1615702660380869
monohull,Van De Stadt,Beluga 46,1,198218.37695787317,113305.49765634013,346766.2715094651,0.20177134958507498
monohull,Van De Stadt,Norman 41,1,174668.14459861253,99843.72464446862,305567.13349948154,0.20177134958507498
monohull,Van De Stadt,Stainless Steel Cutter,1,432628.54316344013,247298.92927076548,756847.0147106563,0.20177134958507498
monohull,Vismara,52 Carbon,1,355178.97342858923,203027.24176753403,621355.5484846241,0.20177134958507498
monohull,Vismara,54,1,445916.1651156035,254894.39363217104,780092.5845326625,0.20177134958507498
monohull,Vismara,V50,2,389788.24838774407,377974.30407862767,401971.4486982152,0.012821255907580209
monohull,Vismara,V50 DS,1,489025.62929153384,279536.6057575889,855508.9429373895,0.20177134958507498
monohull,Vismara,V50 Mills,1,529444.4558993815,302640.79687131604,926218.2586764123,0.20177134958507498
monohull,Vismara,V52,2,364721.11263900466,364703.60907962924,364738.6170384447,1.9992826106651762e-05
monohull,Wauquiez,Centurion 40s,8,156789.9359558662,127864.93795143401,192258.2094114169,0.09809658093828
monohull,Wauquiez,Opium 39,1,213601.30774458227,122098.68149202222,373677.4067718074,0.20177134958507498
monohull,Wauquiez,Pilot Saloon 40,1,167011.82085867744,95467.22038242551,292173.0432162635,0.20177134958507498
monohull,Wauquiez,Pilot Saloon 41,3,180231.7297669242,147645.5712895138,220009.8257676941,0.08811755347726326
monohull,Wauquiez,Pilot Saloon 42,1,388744.45314919937,222213.9258791984,680075.5139730724,0.20177134958507498
monohull,Wauquiez,Pilot Saloon 47,3,284392.89210338984,225592.81727282936,358519.0258124035,0.10234344649553904
monohull,Wauquiez,Pilot Saloon 48,3,556785.2507540089,443327.74463757314,699279.075598217,0.10068441963479592
monohull,X-Yachts,40,1,190995.13532570872,109176.55158996038,334129.8217138443,0.20177134958507498
monohull,X-Yachts,41,2,214343.02018790095,193565.7642981716,237350.4967154199,0.0424746136787455
monohull,X-Yachts,50,1,360944.81776161725,206323.11105871268,631442.4050725632,0.20177134958507498
monohull,X-Yachts,X 4.3,1,447700.2015368492,255914.18371242806,783213.6052348145,0.20177134958507498
monohull,X-Yachts,X-40,6,193170.23951221863,163659.30121565342,228002.57092652726,0.07830975378838302
monohull,X-Yachts,X-41 One Design,1,221410.66722956294,126562.66397640634,387339.2201366669,0.20177134958507498
monohull,X-Yachts,X-43,1,229892.38996755367,131410.98243486782,402177.2760978212,0.20177134958507498
monohull,X-Yachts,X-46,2,273493.42305882357,250641.53308810576,298428.8020219672,0.03634818280766616
monohull,X-Yachts,X-50,4,369195.0905274223,310294.65233200206,439276.0682311437,0.07931327069776561
monohull,X-Yachts,X-50 Modern,1,392653.22062283533,224448.25374839167,686913.5717951193,0.20177134958507498
monohull,X-Yachts,X-55,1,518887.4074121245,296606.1816606134,907749.5959910712,0.20177134958507498
monohull,X-Yachts,X4,1,508325.52345284785,290568.80239961436,889272.4740567493,0.20177134958507498
monohull,X-Yachts,X4.6,1,597763.3757787173,341693.22649501805,1045736.4258801831,0.20177134958507498
monohull,X-Yachts,XP50,5,539530.585215124,410444.86580812745,709214.0178424179,0.1273631301894775
monohull,X-Yachts,Xc 38,1,341790.04061536194,195373.86613822778,597932.743887045,0.20177134958507498
monohull,X-Yachts,Xc 42,2,291741.9906302161,272720.420442582,312090.2679702369,0.028086919353169648
monohull,X-Yachts,Xc 50,3,488345.8263071519,406436.29567684996,586762.6700869928,0.08112210753150845
monohull,X-Yachts,Xp 38,3,247614.27631250024,209996.33463140283,291970.9524520172,0.07280893025656586
monohull,X-Yachts,Xp 44,5,444234.9359442855,338096.87048728194,583692.7092196994,0.12715970862032014
monohull,Zuanelli,40,2,177787.58808493524,141332.22668140524,223646.27812955313,0.09559515970671573
monohull,Zuanelli,52 DH,1,309238.3324066179,176766.673632865,540986.285843908,0.20177134958507498
catamaran,Alliaura,Feeling 39 DI,2,243908.52155469355,208371.64560327865,285506.0568090092,0.06559883511533293
catamaran,Antares,44GS,1,713170.1792793028,461012.10932295735,1103250.2060742404,0.15740188376886355
catamaran,Antares,44i,3,482421.9616983883,352301.7735219129,660601.1284085844,0.13888707919098256
catamaran,Bali,4.0,8,363853.66277889546,268124.8914307549,493760.5278315186,0.14685639864560404
catamaran,Bali,4.0999999999999996,16,459191.14648682816,353232.9230557215,596933.3412860433,0.1298500526709066
catamaran,Bali,4.3,14,462078.7830253448,398453.76018723083,535863.4377596374,0.07302073912722198
catamaran,Bali,4.3 LOFT,1,544411.2940189791,351921.8922593754,842185.9042431408,0.15740188376886355
catamaran,Bali,4.5,12,501617.5922257479,361922.0879175451,695233.0825624603,0.1600018971724212
catamaran,Bali,4.6,1,546210.5638631345,353084.98798350326,844969.3139874373,0.15740188376886355
catamaran,Bali,5.4,2,1187804.5119548806,709345.28067721,1988988.4334937835,0.21475506795547883
catamaran,Broadblue,385,11,212946.19294232718,179099.52870077445,253189.282057752,0.08455539040636839
catamaran,Broadblue,415,3,329017.26008820644,286282.47244290647,378131.27891557995,0.06147508828620861
catamaran,Broadblue,435,1,294332.40968295524,190264.27208043242,455322.30745429883,0.15740188376886355
catamaran,Catana,47,2,482946.38922886725,481711.67908213043,484184.2641507438,0.0010664000285736108
catamaran,Catana,47 Ocean Class,1,409698.6537569878,264840.07049503166,633789.9947562395,0.15740188376886355
catamaran,Catana,50,3,591069.4977133514,410536.5799266849,850991.5272093513,0.16104032604918478
catamaran,Chris White,Atlantic 48,1,549181.552621743,355005.51387504436,849565.3333603889,0.15740188376886355
catamaran,Chris White,Atlantic 49MF,1,865218.7268057218,559300.3211008003,1338464.179212221,0.15740188376886355
catamaran,Chris White,MastFoil 40,1,384290.32839098695,248415.45542884752,594484.1726530642,0.15740188376886355
catamaran,Dix Harvey,DH550,3,946716.7025055218,946716.7025055218,946716.7025055218,0.0
catamaran,Dolphin Ocema,Ocema 42,2,307064.7218953651,229097.00437657879,411566.8980013835,0.12202167817907483
catamaran,Fountaine Pajot,Astrea 42,3,571949.7163315814,381517.62373202574,857434.7753894243,0.17890230551756514
catamaran,Fountaine Pajot,Athena 38,5,172985.43146626328,149407.59548908015,200284.05785940343,0.0682460762288336
catamaran,Fountaine Pajot,Bahia 46,6,296286.46427469887,192977.52037537922,454901.00992924994,0.20252459396329456
catamaran,Fountaine Pajot,Belize 43,1,305290.15657598694,197347.6501511316,472273.57220020186,0.15740188376886355
catamaran,Fountaine Pajot,Helia 44,28,492877.89212602924,368185.1056214377,659800.227759276,0.1462258352334946
catamaran,Fountaine Pajot,Helia 44 Evolution,1,471472.05610445526,304772.03532429656,729351.3640476774,0.15740188376886355
catamaran,Fountaine Pajot,Helia 44 Maestro,1,473512.804179272,306091.2289780732,732508.3324677007,0.15740188376886355
catamaran,Fountaine Pajot,Lavezzi 40,12,212613.14429243296,179118.6686294701,252370.95313289706,0.08403088474938948
catamaran,Fountaine Pajot,Lipari 41,22,262856.75162837136,178449.4667367216,387189.0072866276,0.19326048040555788
catamaran,Fountaine Pajot,Lucia 40,11,400741.77726110816,321585.5766926964,499381.76237255015,0.10749248348302565
catamaran,Fountaine Pajot,Lucia 40 Owner's Version,1,424133.43372189923,274171.0949161052,656120.1123545637,0.15740188376886355
catamaran,Fountaine Pajot,Orana 44,17,322077.5533583226,256251.86159807185,404812.4752357455,0.11336221836503153
catamaran,Fountaine Pajot,Pajot Bahia 46,1,336840.20821652736,217742.43989227337,521080.4376376408,0.15740188376886355
catamaran,Fountaine Pajot,SABA 50,19,696791.75328572,528637.5748612661,918434.0473232643,0.13734203284903163
catamaran,Fountaine Pajot,SABA 50 Maestro,2,766036.3056450041,607805.8754632501,965458.9487457607,0.09638576247996777
catamaran,Fountaine Pajot,Salina 48,18,378610.0234618577,266787.0007278716,537303.3523923601,0.17383653623831374
catamaran,Fountaine Pajot,Salina 48 Evolution,1,520818.64493326837,336670.9784725551,805688.8720874345,0.15740188376886355
catamaran,Fountaine Pajot,Saona 47,11,722292.6236359945,680209.5459648665,766979.289329049,0.029323377043124352
catamaran,HH Catamarans,HH55 Catamaran,1,1601375.744944404,1035171.7324208469,2477274.2494611437,0.15740188376886355
catamaran,Knysna,440,2,259852.19337236247,226046.09472957917,298714.1294398657,0.058060424038144376
catamaran,Lagoon,380,20,246711.7318843546,169209.2334054669,359712.51346270303,0.18775349521474663
catamaran,Lagoon,380 Owners Version,1,274576.28439507337,177493.38897898392,424760.24817538983,0.15740188376886355
catamaran,Lagoon,380 S2,3,226422.95083358453,172720.196283083,296823.1496226547,0.11962275972059756
catamaran,Lagoon,39,34,311061.00179734826,242781.43678599896,398543.4311621552,0.1246231583421469
catamaran,Lagoon,40,17,418620.22515848326,363200.21119513037,482496.6712852198,0.07041265960779734
catamaran,Lagoon,400,75,312731.4071470653,240673.3825045747,406363.72829606343,0.13274244144931702
catamaran,Lagoon,400 Owners Version,1,244222.71171614222,157872.03495610147,377804.29532419064,0.15740188376886355
catamaran,Lagoon,400 S2,17,317929.7133334007,276752.32374559256,365233.79913216754,0.0687751667572798
catamaran,Lagoon,410,2,234421.58507030798,201907.79074055524,272171.1695488215,0.06219955487608875
catamaran,Lagoon,410-S2,3,247411.3677499991,188797.36538957997,324222.6646839835,0.11946648506524453
catamaran,Lagoon,42,85,475763.9510365246,369024.9353989856,613376.808429371,0.12886541559096204
catamaran,Lagoon,42 Owners Version,5,477221.1694070295,396017.6853374726,575075.4397146192,0.0868723283570069
catamaran,Lagoon,420,28,317356.85160784714,245281.8040654396,410610.85491516895,0.12915225083813545
catamaran,Lagoon,421,20,371646.1351658631,286819.03910933895,481560.9529012807,0.1290033647064192
catamaran,Lagoon,440,58,344763.2880648185,271930.19325865834,437103.814669835,0.12004742349249002
catamaran,Lagoon,450,146,452917.0677371598,359911.8148871543,569955.9218747626,0.11687084472719372
catamaran,Lagoon,450 Owners Version,2,510083.7823945974,422907.052056605,615230.8498917012,0.07807647393731809
catamaran,Lagoon,450F,55,533709.2888271975,424819.00556215044,670510.5027104546,0.11537832021803579
catamaran,Lagoon,450S,12,577841.9588183707,536145.944015942,622780.6683941326,0.036712155039287334
catamaran,Lagoon,450s,1,527862.8960085907,341224.5691037795,816586.0908387032,0.15740188376886355
catamaran,Lagoon,45F,1,545779.9814523757,352806.6480988745,844303.2175251852,0.15740188376886355
catamaran,Lagoon,46,2,658088.9252116255,656406.930290032,659775.2301226262,0.0010660902975372366
catamaran,Lagoon,50,8,803491.5845468573,689976.4511941384,935682.2617935516,0.07326455700077246
catamaran,Lagoon,50 Owners Version,1,389584.0219010422,251837.43924433185,602673.337911999,0.15740188376886355
catamaran,Lagoon,500,33,504513.5934345028,378396.10209014773,672665.4015573224,0.14458749107672575
catamaran,Lagoon,50F,3,850874.4666987563,625839.8875796217,1156825.2079295353,0.13572298752224812
catamaran,Lagoon,52,29,900520.215148633,693190.5384829495,1169861.1173575432,0.13126000749302277
catamaran,Lagoon,52 Sport,2,976374.325034476,796931.8585349881,1196221.248249514,0.08459773770031287
catamaran,Lagoon,52F,17,840145.3001464813,440604.34091818717,1601990.856211933,0.32002186162068796
catamaran,Lagoon,570,1,736009.7194908223,475776.1935693283,1138582.2042103142,0.15740188376886355
catamaran,Leopard,38,1,182944.62048973184,118260.25236569626,283009.15562598855,0.15740188376886355
catamaran,Leopard,39,8,233788.1506514789,86776.30151280727,629859.7477903782,0.4767351466861156
catamaran,Leopard,40,11,313876.1032413351,207924.47699676736,473817.2706212791,0.2011688246510686
catamaran,Leopard,43,1,232344.97429939354,150193.95062283182,359429.8362771703,0.15740188376886355
catamaran,Leopard,44,29,365898.91960166564,254617.19305217118,525816.885186672,0.18188848107834898
catamaran,Leopard,45,4,549592.2041318859,436815.0749294319,691486.1875848525,0.10480615812591854
catamaran,Leopard,46,8,335182.3622088523,152939.9131679146,734584.0180552404,0.3774264837682906
catamaran,Leopard,47,3,253010.498681413,101680.45692689715,629563.579646777,0.40278835520255457
catamaran,Leopard,48,21,428732.17093690136,223859.81928293456,821099.8962880018,0.32391436338881724
catamaran,Leopard,48 Crewed Version,2,474267.03915590513,453301.76370912493,496201.9617775889,0.01883461321679114
catamaran,Leopard,Sunsail 404,1,220755.51768339137,142702.21864120392,341501.33790275163,0.15740188376886355
